Mã tổ hợp,Tổ hợp môn,Mã trường,Tên trường,Phương thức,Tên ngành,Tổ hợp xét tuyển,Điểm chuẩn 2025,Điểm chuẩn 2024,Điểm chuẩn 2023
A00,Toán – Lý – Hóa,YDS,Đại Học Y Dược TPHCM,Điểm thi THPT,Kỹ thuật phục hồi chức năng,A00,21,24.04,23.35
A00,Toán – Lý – Hóa,YDS,Đại Học Y Dược TPHCM,Điểm thi THPT,Y tế công cộng,A00,17,21.45,19
A00,Toán – Lý – Hóa,YDS,Đại Học Y Dược TPHCM,Điểm thi THPT,Công tác xã hội,A00,17.25,,
A00,Toán – Lý – Hóa,YDS,Đại Học Y Dược TPHCM,Điểm thi THPT,Tâm lý học,A00,,,
A00,Toán – Lý – Hóa,YDS,Đại Học Y Dược TPHCM,Điểm thi THPT,Công nghệ dược phẩm,A00,,,
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Công nghệ thông tin,A00,28.19,27.8,27.85
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Công nghệ nông nghiệp,A00,22,22.5,22
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Kỹ thuật điều khiển và tự động hoá,A00,27.9,27.05,27.1
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Trí tuệ nhân tạo,A00,27.75,27.12,27.2
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Kỹ thuật năng lượng,A00,24.87,24.59,23.8
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Hệ thống thông tin,A00,26.38,26.87,26.95
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Mạng máy tính và truyền thông dữ liệu,A00,26.73,26.92,26.25
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Kỹ thuật Robot,A00,26,25.99,25.35
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Thiết kế công nghiệp và Đồ họa,A00,24.2,24.64,
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Công nghệ vật liệu (CT Công nghệ vật liệu và Vi điện tử),A00,25.6,,
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Kỹ thuật máy tính,A00,27,26.97,27.25
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Khoa học dữ liệu (CT Khoa học và Kỹ thuật dữ liệu),A00,27.38,,
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Công nghệ sinh học (CT Công nghệ kỹ thuật sinh học),A00,22.13,,
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Vật lý kỹ thuật,A00,25.2,25.24,24.2
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Cơ kỹ thuật,A00,26.15,26.03,25.65
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật xây dựng,A00,22.25,23.91,23.1
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật cơ - điện tử,A00,26.73,26.27,25
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Công nghệ hàng không vũ trụ,A00,23.96,24.61,24.1
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Khoa học máy tính,A00,27.86,27.58,27.25
A00,Toán – Lý – Hóa,QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật điện tử – viễn thông,A00,26.63,26.3,25.15
A00,Toán – Lý – Hóa,HNM,Trường Đại học Thủ Đô Hà Nội,Điểm thi THPT,Sư phạm Toán học,A00,27.34,,
A00,Toán – Lý – Hóa,HNM,Trường Đại học Thủ Đô Hà Nội,Điểm thi THPT,Sư phạm Tin học,A00,23,,
A00,Toán – Lý – Hóa,HNM,Trường Đại học Thủ Đô Hà Nội,Điểm thi THPT,Sư phạm Vật lí,A00,26.27,,
A00,Toán – Lý – Hóa,HNM,Trường Đại học Thủ Đô Hà Nội,Điểm thi THPT,Toán ứng dụng,A00,24.44,24.68,23.55
A00,Toán – Lý – Hóa,HNM,Trường Đại học Thủ Đô Hà Nội,Điểm thi THPT,Công nghệ thông tin,A00,22.95,23.65,22.55
A00,Toán – Lý – Hóa,HNM,Trường Đại học Thủ Đô Hà Nội,Điểm thi THPT,Quản lý kinh tế,A00,,,
A00,Toán – Lý – Hóa,HNM,Trường Đại học Thủ Đô Hà Nội,Điểm thi THPT,Quản trị kinh doanh,A00,,26.62,24.06
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Toán ứng dụng (chuyên ngành Toán tin ứng dụng),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kinh tế (chuyên ngành: Kinh tế và quản lý đầu tư; Kinh tế bưu chính viễn thông),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Quản trị kinh doanh,A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Quản trị kinh doanh (Chương trình CLC Quản trị kinh doanh Việt-Anh),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Tài chính - Ngân hàng,A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kế toán (chuyên ngành Kế toán tổng hợp),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kế toán (Chương trình CLC Kế toán tổng hợp Việt-Anh),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Logistics và quản lý chuỗi cung ứng,A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Logistics và quản lý chuỗi cung ứng (Chương trình CLC Logistics và quản lý chuỗi cung ứng Việt -Anh),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Khoa học máy tính,A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Công nghệ thông tin,A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Công nghệ thông tin (Chương trình CLC Công nghệ thông tin Việt-Anh),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Trí tuệ nhân tạo,A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kỹ thuật cơ khí (chuyên ngành: Công nghệ chế tạo cơ khí; Tự động hoá thiết kế cơ khí),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kỹ thuật cơ khí (Chương trình CLC Tự động hóa thiết kế cơ khí),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kỹ thuật cơ điện tử,A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kỹ thuật nhiệt (chuyên ngành: Kỹ thuật nhiệt lạnh và điều hoà không khí),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kỹ thuật cơ khí động lực (chuyên ngành: Kỹ thuật phương tiện đường sắt; Máy xây dựng; Kỹ thuật máy động lực),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kỹ thuật cơ khí động lực (chuyên ngành: Kỹ thuật phương tiện đường sắt tốc độ cao),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kỹ thuật ô tô,A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kỹ thuật ô tô (Chương trình CLC Kỹ thuật ô tô Việt - Anh),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kỹ thuật điện (chuyên ngành: Trang bị điện trong công nghiệp và GTVT; Hệ thống điện trong giao thông và công nghiệp),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kỹ thuật điện (chuyên ngành: Hệ thống điện đường sắt tốc độ cao; đường sắt đô thị),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kỹ thuật điện tử - viễn thông (chuyên ngành: Kỹ thuật viễn thông; Kỹ thuật thông tin và truyền thông),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kỹ thuật điện tử - viễn thông (chuyên ngành: Kỹ thuật điện tử và tin học công nghiệp),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kỹ thuật điện tử - viễn thông (Chuyên ngành Kỹ thuật điện tử và tin học công nghiệp),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kỹ thuật điều khiển và tự động hoá (chuyên ngành: Tự động hoá; Kỹ thuật điều khiển và tự động hoá giao thông),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kỹ thuật điều khiển và tự động hoá (chuyên ngành: Điều khiển và thông tin tín hiệu đường sắt hiện đại),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kỹ thuật robot (chuyên ngành Kỹ thuật robot & trí tuệ nhân tạo),A00,,,
A00,Toán – Lý – Hóa,GHA,Trường Đại Học Giao Thông Vận Tải,Điểm thi THPT,Kỹ thuật máy tính (theo hướng chuyên sâu vi mạch-bán dẫn; bao gồm lớp kỹ sư tài năng),A00,,,
A00,Toán – Lý – Hóa,YTB,Trường Đại Học Y Dược Thái Bình,Điểm thi THPT,Dược học,A00,19.5,24,23.14
A00,Toán – Lý – Hóa,YTB,Trường Đại Học Y Dược Thái Bình,Điểm thi THPT,Kỹ thuật xét nghiệm y học,A00,19.5,23.05,23.7
A00,Toán – Lý – Hóa,KMA,Học Viện Kỹ Thuật Mật Mã,Điểm thi THPT,Công nghệ thông tin,A00,,,
A00,Toán – Lý – Hóa,KMA,Học Viện Kỹ Thuật Mật Mã,Điểm thi THPT,An toàn thông tin,A00,,,
A00,Toán – Lý – Hóa,KMA,Học Viện Kỹ Thuật Mật Mã,Điểm thi THPT,Kỹ thuật Điện tử - Viễn thông,A00,,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Khoa học máy tính,A00,23.72,25.32,25.05
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Khoa học máy tính (CTĐT bằng tiếng Anh),A00,20.45,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Mạng máy tính và truyền thông dữ liệu,A00,21.7,24.35,24.17
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Kỹ thuật phần mềm,A00,21.75,24.68,24.54
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Hệ thống thông tin,A00,21.1,24.44,24.31
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật máy tính,A00,21.85,24.55,24.3
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ thông tin,A00,23.09,25.22,25.19
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ đa phương tiện,A00,22.25,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật cơ khí,A00,23.72,24.35,23.42
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật khuôn mẫu,A00,22.5,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Thiết kế cơ khí và kiểu dáng công nghiệp,A00,21.35,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật cơ khí (CTĐT bằng tiếng Anh),A00,20.45,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật cơ điện tử,A00,25.17,25.41,24.63
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Robot và trí tuệ nhân tạo,A00,24.3,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật cơ điện tử ô tô,A00,23.93,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật ô tô,A00,22.5,24.82,24.26
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật ô tô (CTĐT bằng tiếng Anh),A00,20,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật nhiệt,A00,21.85,23.57,22.15
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật điện; điện tử,A00,23.93,24.51,23.81
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật điện; điện tử (CTĐT bằng tiếng Anh),A00,20.1,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật điện tử - viễn thông,A00,22.75,24.4,23.65
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật điện tử y sinh,A00,20.6,21.4,19
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật điện tử - viễn thông (CTĐT bằng tiếng Anh),A00,20,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật điều khiển và tự động hóa,A00,26.27,26.05,25.47
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Kỹ thuật sản xuất thông minh,A00,22.5,22.6,20
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật hóa học,A00,20.25,19,20.35
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật môi trường,A00,18.75,19,19
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Năng lượng tái tạo,A00,20.75,20.65,19
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Kỹ thuật cơ khí động lực,A00,22.5,23.93,21.55
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Kỹ thuật hệ thống công nghiệp,A00,21.75,23.61,22.65
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ thực phẩm,A00,20.6,22.65,23.51
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Hóa dược,A00,21.35,21.55,19.45
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Trí tuệ nhân tạo,A00,,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Vi mạch bán dẫn,A00,,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ thông tin (CTĐT bằng tiếng Anh),A00,,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,An toàn thông tin,A00,,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ kỹ thuật cơ điện tử (CTĐT bằng tiếng Anh),A00,,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Kỹ thuật ô tô và năng lượng mới,A00,,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ vật liệu,A00,,,
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ vật liệu dệt; may,A00,,20.9,20.1
A00,Toán – Lý – Hóa,DCN,Đại Học Công Nghiệp Hà Nội,Điểm thi THPT,Công nghệ dệt; may,A00,,21.9,21.8
A00,Toán – Lý – Hóa,YPB,Trường Đại Học Y Dược Hải Phòng,Điểm thi THPT,Y khoa,A00,25.33,,
A00,Toán – Lý – Hóa,YPB,Trường Đại Học Y Dược Hải Phòng,Điểm thi THPT,Y học dự phòng,A00,19.35,,
A00,Toán – Lý – Hóa,YPB,Trường Đại Học Y Dược Hải Phòng,Điểm thi THPT,Y học cổ truyền,A00,24.03,,
A00,Toán – Lý – Hóa,YPB,Trường Đại Học Y Dược Hải Phòng,Điểm thi THPT,Dược học,A00,20,,
A00,Toán – Lý – Hóa,YPB,Trường Đại Học Y Dược Hải Phòng,Điểm thi THPT,Điều dưỡng,A00,22.22,,
A00,Toán – Lý – Hóa,YPB,Trường Đại Học Y Dược Hải Phòng,Điểm thi THPT,Răng - Hàm - Mặt,A00,24.63,,
A00,Toán – Lý – Hóa,YPB,Trường Đại Học Y Dược Hải Phòng,Điểm thi THPT,Kỹ thuật xét nghiệm y học,A00,23.23,,
A00,Toán – Lý – Hóa,HPN,Học Viện Phụ Nữ Việt Nam,Điểm thi THPT,Kinh tế,A00,24.0267,23,22
A00,Toán – Lý – Hóa,HPN,Học Viện Phụ Nữ Việt Nam,Điểm thi THPT,Kinh tế số,A00,23.2,19,
A00,Toán – Lý – Hóa,HPN,Học Viện Phụ Nữ Việt Nam,Điểm thi THPT,Quản trị kinh doanh,A00,23.93,24,23
A00,Toán – Lý – Hóa,HPN,Học Viện Phụ Nữ Việt Nam,Điểm thi THPT,Marketing,A00,24.9333,,
A00,Toán – Lý – Hóa,HPN,Học Viện Phụ Nữ Việt Nam,Điểm thi THPT,Luật,A00,23.68,24.25,21.5
A00,Toán – Lý – Hóa,HPN,Học Viện Phụ Nữ Việt Nam,Điểm thi THPT,Luật kinh tế,A00,23.83,24.5,21
A00,Toán – Lý – Hóa,HPN,Học Viện Phụ Nữ Việt Nam,Điểm thi THPT,Công nghệ thông tin,A00,20.68,20.5,18.5
A00,Toán – Lý – Hóa,HPN,Học Viện Phụ Nữ Việt Nam,Điểm thi THPT,Quản trị dịch vụ du lịch và lữ hành,A00,24.41,25.25,23.25
A00,Toán – Lý – Hóa,HPN,Học Viện Phụ Nữ Việt Nam,Điểm thi THPT,Chương trình đào tạo chất lượng cao ngành Kinh tế,A00,,,
A00,Toán – Lý – Hóa,HPN,Học Viện Phụ Nữ Việt Nam,Điểm thi THPT,Chương trình đào tạo chất lượng cao Quản trị kinh doanh,A00,,,
A00,Toán – Lý – Hóa,HPN,Học Viện Phụ Nữ Việt Nam,Điểm thi THPT,Chương trình Thiết kế và phát triển Games (thuộc ngành Công nghệ thông tin),A00,,,
A00,Toán – Lý – Hóa,HPN,Học Viện Phụ Nữ Việt Nam,Điểm thi THPT,Quản trị dịch vụ du lịch và lữ hành (Dự kiến đào tạo tại TPHCM),A00,,,16
A00,Toán – Lý – Hóa,DKH,Trường Đại Học Dược Hà Nội,Điểm thi THPT,Hoá học,A00,20.85,24.55,23.81
A00,Toán – Lý – Hóa,DKH,Trường Đại Học Dược Hà Nội,Điểm thi THPT,Dược học,A00,24.5,25.51,25
A00,Toán – Lý – Hóa,DKH,Trường Đại Học Dược Hà Nội,Điểm thi THPT,Hóa dược,A00,23.56,25.31,24.9
A00,Toán – Lý – Hóa,ANH,Học Viện An Ninh Nhân Dân,Điểm thi THPT,Ngành Công nghệ thông tin (Thí sinh Nam),A00,21.98,18.69,
A00,Toán – Lý – Hóa,ANH,Học Viện An Ninh Nhân Dân,Điểm thi THPT,"Ngành An ninh mạng và phòng chống tội phạm công nghệ cao (Thí sinh Nam, miền Bắc)",A00,24.48,21.17,
A00,Toán – Lý – Hóa,ANH,Học Viện An Ninh Nhân Dân,Điểm thi THPT,"Ngành An ninh mạng và phòng chống tội phạm công nghệ cao (Thí sinh Nam, miền Nam)",A00,20.63,19.39,
A00,Toán – Lý – Hóa,ANH,Học Viện An Ninh Nhân Dân,Điểm thi THPT,"Ngành An ninh mạng và phòng chống tội phạm công nghệ cao (Thí sinh Nữ, miền Bắc)",A00,24.69,23.5,
A00,Toán – Lý – Hóa,ANH,Học Viện An Ninh Nhân Dân,Điểm thi THPT,"Ngành An ninh mạng và phòng chống tội phạm công nghệ cao (Thí sinh Nữ, miền Nam)",A00,24.15,20.71,
A00,Toán – Lý – Hóa,ANH,Học Viện An Ninh Nhân Dân,Điểm thi THPT,"Ngành Nghiệp vụ an ninh (Thí sinh Nam, miền Bắc)",A00,,,
A00,Toán – Lý – Hóa,ANH,Học Viện An Ninh Nhân Dân,Điểm thi THPT,"Ngành Nghiệp vụ an ninh (Thí sinh Nam, miền Nam)",A00,,,
A00,Toán – Lý – Hóa,ANH,Học Viện An Ninh Nhân Dân,Điểm thi THPT,"Ngành Nghiệp vụ an ninh (Thí sinh Nữ, miền Bắc)",A00,,,
A00,Toán – Lý – Hóa,ANH,Học Viện An Ninh Nhân Dân,Điểm thi THPT,"Ngành Nghiệp vụ an ninh (Thí sinh Nữ, miền Nam",A00,,,
A00,Toán – Lý – Hóa,DKY,Trường Đại Học Kỹ Thuật Y Tế Hải Dương,Điểm thi THPT,Y khoa,A00,23.8,,
A00,Toán – Lý – Hóa,DKY,Trường Đại Học Kỹ Thuật Y Tế Hải Dương,Điểm thi THPT,"Điều dưỡng (Điều dưỡng đa khoa, Điều dưỡng Nha khoa, Điều dưỡng Gây mê hồi sức",A00,21,19,
A00,Toán – Lý – Hóa,DKY,Trường Đại Học Kỹ Thuật Y Tế Hải Dương,Điểm thi THPT,Kỹ thuật Xét nghiệm y học,A00,22.6,20,19
A00,Toán – Lý – Hóa,DKY,Trường Đại Học Kỹ Thuật Y Tế Hải Dương,Điểm thi THPT,Kỹ thuật Hình ảnh y học,A00,22.5,20,19
A00,Toán – Lý – Hóa,DKY,Trường Đại Học Kỹ Thuật Y Tế Hải Dương,Điểm thi THPT,"Kỹ thuật Phục hồi chức năng (Vật lý trị liệu, Hoạt động trị liệu, Ngôn ngữ trị liệu",A00,23,20.5,
A00,Toán – Lý – Hóa,HYD,Học Viện Y Dược Học Cổ Truyền Việt Nam,Điểm thi THPT,Dược học,A00,21.35,23.52,23.09
A00,Toán – Lý – Hóa,CSH,Học Viện Cảnh Sát Nhân Dân,Điểm thi THPT,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),A00,,,
A00,Toán – Lý – Hóa,CSH,Học Viện Cảnh Sát Nhân Dân,Điểm thi THPT,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nữ),A00,,,
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,Quản trị kinh doanh,A00,22,18.5,18.5
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,Marketing,A00,23,18.5,18.5
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,Kinh doanh thương mại,A00,21.2,18.5,18.5
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,Tài chính - Ngân hàng,A00,20.2,17.5,17.5
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,Bảo hiểm,A00,20.8,17.5,17.5
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,Kế toán,A00,20,17.5,17.5
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,Kiểm toán,A00,20,17.5,
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,Khoa học dữ liệu,A00,22.2,22.2,22
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,Mạng máy tính và TTDL,A00,20,17.5,17.5
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,Công nghệ kỹ thuật máy tính,A00,20.5,17.5,17.5
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,Công nghệ thông tin,A00,22.5,19,19
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,CNKT cơ khí,A00,22,17.5,17.5
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,CNKT cơ - điện tử,A00,22,19,19
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,Công nghệ kỹ thuật Ô tô,A00,22.5,18.5,18.5
