Mã tổ hợp,Tổ hợp môn,Mã trường,Tên trường,Phương thức,Tên ngành,Tổ hợp xét tuyển,Điểm chuẩn 2025,Điểm chuẩn 2024,Điểm chuẩn 2023
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,"CNKT điện, điện tử",A00,22,17.5,17.5
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,CNKT điện tử – viễn thông,A00,20.5,18.5,18.5
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,CNKT điều khiển và tự động hoá,A00,22.5,18.5,18.5
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,Logistics và quản lý chuỗi cung ứng,A00,23,18.5,18.5
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,Công nghệ thực phẩm,A00,19,17.5,17.5
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,ĐBCL & An toàn thực phẩm,A00,20,,
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,Công nghệ vật liệu dệt may,A00,20,,
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,"Công nghệ dệt, may",A00,21,17.5,17.5
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,Sư phạm công nghệ,A00,,,
A00,Toán – Lý – Hóa,DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Điểm thi THPT,Quản lý kinh tế,A00,,,
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Quản trị kinh doanh,A00,23,23,21
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Marketing,A00,24.25,24.5,22.5
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Kinh doanh quốc tế,A00,23.5,23.25,21.5
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Thương mại điện tử,A00,23.75,23.75,22
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Kinh doanh thời trang và dệt may,A00,18.5,18,16
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Tài chính ngân hàng,A00,23.5,23,20.5
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Công nghệ tài chính,A00,22.25,20.75,18.5
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Kế toán,A00,22.5,22.5,20
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Công nghệ sinh học,A00,18.5,17.75,16
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Khoa học dữ liệu,A00,22,20,16.75
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Công nghệ thông tin,A00,23.25,23,21
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,An toàn thông tin,A00,22,20,16.5
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Công nghệ chế tạo máy,A00,21.25,18,16
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Công nghệ kỹ thuật cơ điện tử,A00,22,18.5,16
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Công nghệ kỹ thuật điện - điện tử,A00,21.5,18,16
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Công nghệ kỹ thuật điều khiển và TĐH,A00,22.25,18.75,16.5
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Công nghệ kỹ thuật hóa học,A00,18,17,16
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Công nghệ vật liệu,A00,17,,
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Công nghệ kỹ thuật môi trường,A00,17,17,16
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Logistics và quản lý chuỗi cung ứng,A00,24.5,23.75,
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Kỹ thuật nhiệt,A00,20,17.5,16
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Công nghệ thực phẩm,A00,23,23,21
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Công nghệ chế biến thủy sản,A00,17,17,16
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Đảm bảo chất lượng và an toàn thực phẩm,A00,18,18,
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,"Công nghệ dệt, may",A00,17,17,16
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Quản lý tài nguyên và môi trường,A00,17,17,16
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,"Quản trị kinh doanh - Chương trình liên kết với Đại học Shinawatra, Thái Lan",A00,16,,
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Trí tuệ nhân tạo,A00,,,
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,Quản lý Công nghiệp,A00,,,
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,"Ngôn ngữ Trung Quốc - Chương trình liên kết Đại học Ngôn ngữ và Văn hoá Bắc Kinh, Trung Quốc (BLCU)",A00,,,
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,"Ngôn ngữ Trung Quốc (Chuyên ngành Hán ngữ ứng dụng) - LK với ĐH Văn hóa Trung Quốc, Đài Loan",A00,,,
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,"Kinh doanh quốc tế - LK với ĐH Văn hóa Trung Quốc, Đài Loan",A00,,,
A00,Toán – Lý – Hóa,DCT,Trường Đại Học Công Thương TPHCM,Điểm thi THPT,"Ngôn ngữ Trung Quốc - Chương trình liên kết với Đại học Lỗ Đông, Trung Quốc",A00,,,
A00,Toán – Lý – Hóa,LAH,Trường Sĩ Quan Lục Quân 1 - Đại học Trần Quốc Tuấn,Điểm thi THPT,Chỉ huy Tham mưu Lục quân,A00,24.2,24.45,21.1
A00,Toán – Lý – Hóa,HQH,Học Viện Hải Quân,Điểm thi THPT,Chỉ huy tham mưu Hải quân (Thí sinh miền Bắc),A00,,,
A00,Toán – Lý – Hóa,HQH,Học Viện Hải Quân,Điểm thi THPT,Chỉ huy tham mưu Hải quân (Thí sinh miền Nam),A00,,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản trị Kinh doanh và vận tải hàng không; Quản trị Kinh doanh cảng hàng không; Quản trị an ninh hàng không; Quản trị kinh tế không gian,A00,21,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Digital Marketing; Công nghệ marketing,A00,24.5,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Thương mại quốc tế,A00,23,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản trị nhân lực,A00,21.5,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản lý và khai thác cảng hàng không,A00,20,16,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Xây dựng và phát triển cảng hàng không,A00,18,16,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Điện tử ứng dụng Trí tuệ nhân tạo (AI) và Internet vạn vật (IoT),A00,18,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Điện tử viễn thông và Trí tuệ nhân tạo (AI),A00,20,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Điện tử động cơ hàng không,A00,20,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Thiết bị hàng không và Robotics,A00,18,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Kỹ thuật hàng không,A00,24.5,23.6,21.5
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Kỹ thuật bảo dưỡng tàu bay,A00,24,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Kỹ thuật thiết bị bay không người lái,A00,20,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản trị dịch vụ thương mại hàng không (tích hợp chứng chỉ nghiệp vụ hàng không),A00,23.5,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản trị nhà hàng khách sạn,A00,22,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản trị lữ hành,A00,22,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản lý hoạt động bay; Hệ thống kỹ thuật quản lý bay,A00,25,25.5,24.2
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Logistics và quản lý chuỗi cung ứng,A00,23.5,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Kinh tế hàng không,A00,23,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Kinh tế số*,A00,,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Công nghệ tài chính*,A00,,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Trí tuệ nhân tạo và Internet vạn vật,A00,,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Công nghệ phần mềm và Trí tuệ nhân tạo,A00,,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Trí tuệ nhân tạo và Dữ liệu lớn,A00,,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Kỹ thuật hàng không (học bằng tiếng Anh),A00,,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Kiến trúc cảnh quan*,A00,,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản trị ẩm thực*,A00,,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản trị du lịch MICE và tổ chức sự kiện*,A00,,,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Quản lý hoạt động bay (học bằng tiếng Anh),A00,,26,
A00,Toán – Lý – Hóa,HHK,Học Viện Hàng không Việt Nam,Điểm thi THPT,Logistics và vận tải đa phương thức (học bằng tiếng Anh),A00,,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Khoa Học Y Sinh,A00,17,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kỹ Thuật Hóa Học,A00,17,17,17
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Răng - Hàm - Mặt,A00,22.5,22.5,22.5
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kỹ Thuật Điều Khiển Và Tự Động Hóa (Robot Và Trí Tuệ Nhân Tạo),A00,22,22,22
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kỹ Thuật Điều Khiển Và Tự Động Hóa,A00,22,22,22
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kỹ Thuật Y Sinh (Điện Tử Y Sinh),A00,20,20,20
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kỹ Thuật Điện Tử - Viễn Thông (Hệ Thống Nhúng Thông Minh Và Iot),A00,21,21,21
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kỹ Thuật Điện Tử - Viễn Thông (Thiết Kế Vi Mạch Bán Dẫn),A00,21,21,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Quản Trị Kinh Doanh,A00,19,20,21
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kế Toán,A00,19,20,21
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Tài Chính - Ngân Hàng,A00,20,21,23
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Quản Trị Nhân Lực,A00,20,21,21
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kiểm Toán,A00,19,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kinh Tế Số,A00,18,18,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Quản Trị Kinh Doanh (Kinh Doanh Số),A00,18,18,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Thương Mại Điện Tử,A00,18,18,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Y Học Cổ Truyền,A00,21,21,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Du Lịch (Định Hướng Quản Trị Du Lịch),A00,19,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Quản Trị Khách Sạn,A00,19,20,21
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kinh Doanh Du Lịch Số,A00,19,21,21
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Quản Lý Bệnh Viện,A00,17,17,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Tài Năng Khoa Học Máy Tính,A00,23,23,23
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Công Nghệ Thông Tin Việt Nhật,A00,19,21,21
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Công Nghệ Thông Tin,A00,21,21,21
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kỹ Thuật Phần Mềm (Một Số Học Phần Chuyên Ngành Học Bằng Tiếng Anh),A00,19,21,21
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Khoa Học Máy Tính (Trí Tuệ Nhân Tạo Và Khoa Học Dữ Liệu),A00,21,21,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,An Toàn Thông Tin (Một Số Học Phần Chuyên Ngành Học Bằng Tiếng Anh),A00,19,21,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Trí Tuệ Nhân Tạo,A00,21,21,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Y Khoa,A00,22.5,22.5,22.5
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kỹ Thuật Cơ Điện Tử,A00,20,20,20
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kỹ Thuật Cơ Điện Tử (Hệ Thống Cơ Điện Tử Thông Minh),A00,25.5,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kỹ Thuật Cơ Khí,A00,19,19,19
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Hộ Sinh,A00,17,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Vật Liệu Thông Minh Và Trí Tuệ Nhân Tạo,A00,20,20,20
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Chip Bán Dẫn Và Công Nghệ Đóng Gói,A00,21,21,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Vật Liệu Tiên Tiến Và Công Nghệ Nano,A00,20,20,20
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kỹ Thuật Xét Nghiệm Y Học,A00,19,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Điều Dưỡng,A00,17,19,19
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Dược Học,A00,21,21,21
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kỹ Thuật Phục Hồi Chức Năng,A00,19,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kỹ Thuật Hình Ảnh Y Học,A00,19,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kỹ Thuật Ô Tô,A00,20,20.5,20.5
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Cơ Điện Tử Ô Tô,A00,19,20,20
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kỹ Thuật Phần Mềm Ô Tô,A00,19,19,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Công Nghệ Sinh Học,A00,,,18
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Công Nghệ Mỹ Phẩm*,A00,,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Công Nghệ Pin Xe Điện*,A00,,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kinh Tế Và Quản Lý Đầu Tư*,A00,,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kinh Doanh Thương Mại*,A00,,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Hệ Thống Thông Tin Quản Lý*,A00,,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Khoa Học Dữ Liệu*,A00,,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Hệ Thống Thông Tin*,A00,,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,An Ninh Mạng*,A00,,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Toán Tin Ứng Dụng*,A00,,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Toán Ứng Dụng Trong Kinh Tế Và Logistics*,A00,,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Kỹ Thuật Cơ Khí (Thiết Kế Cơ Khí Thông Minh)*,A00,,,
A00,Toán – Lý – Hóa,PKA,Đại Học Phenikaa,Điểm thi THPT,Vật Lý Thiên Văn Và Khoa Học Dữ Liệu Không Gian*,A00,,,
A00,Toán – Lý – Hóa,PKH,Học Viện Phòng Không – Không Quân,Điểm thi THPT,"Ngành Chỉ huy Tham mưu Phòng không, Không quân và Tác chiến điện tử (Thí sinh miền Bắc)",A00,24.73,23.7,
A00,Toán – Lý – Hóa,PKH,Học Viện Phòng Không – Không Quân,Điểm thi THPT,"Ngành Chỉ huy Tham mưu Phòng không, Không quân và Tác chiến điện tử (Thí sinh miền Nam)",A00,23.25,22.05,
A00,Toán – Lý – Hóa,TTH,Trường Sĩ Quan Thông Tin - Hệ Quân sự - Đại Học Thông Tin Liên Lạc,Điểm thi THPT,Chỉ huy - Tham mưu Thông tin (miền Bắc),A00,23.84,22.8,
A00,Toán – Lý – Hóa,TTH,Trường Sĩ Quan Thông Tin - Hệ Quân sự - Đại Học Thông Tin Liên Lạc,Điểm thi THPT,Chỉ huy - Tham mưu Thông tin (miền Nam),A00,22.75,23.42,
A00,Toán – Lý – Hóa,KQH,Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,Điểm thi THPT,"Kỹ sư quân sự (miền Bắc, thí sinh Nam)",A00,27.75,26.13,
A00,Toán – Lý – Hóa,KQH,Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,Điểm thi THPT,"Kỹ sư quân sự (miền Nam, thí sinh Nam)",A00,26.4,25.46,
A00,Toán – Lý – Hóa,KQH,Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,Điểm thi THPT,"Kỹ sư quân sự (miền Bắc, thí sinh Nữ)",A00,28.83,27.71,
A00,Toán – Lý – Hóa,KQH,Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,Điểm thi THPT,"Kỹ sư quân sự (miền Nam, thí sinh Nữ)",A00,29.25,26.52,
A00,Toán – Lý – Hóa,KQH,Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,Điểm thi THPT,Kỹ sư quân sự (đào tạo chất lượng cao),A00,,,
A00,Toán – Lý – Hóa,KQH,Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,Điểm thi THPT,Kỹ sư quân sự (liên kết),A00,,,
A00,Toán – Lý – Hóa,KQH,Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,Điểm thi THPT,Kỹ sư quân sự (đào tạo tại nước ngoài),A00,,,
